title;name;Commentaire (Contenu);Commentaires (Professeur);Contenu;Pédagogie;points
Marketing Management (in English);Albert Bemmaor;Cours désastreux, absence totale de concepts.;Professeur tout aussi désastreux. Parle seul, échoue à faire passer la moindre structure. N'a préparé ni slides, ni polys... Quatre cas en groupe à rendre, ils sont difficiles et très longs mais en pratique personne n'a moins de 12.;;;42
Droit des médias;Cosima Ouhioun;-;-;;;8
Business Economics;Frédéric Jenny;bon cours, très utile, beaucoup de concepts, il faut apprendre et un peu le bosser pour le final term.;Cours magistral, c'est dommage, mais professeur très expérimenté, qui s'appuie sur ses expériences pro très concrètes et riches d'enseignements.;6;6;51
Excel avancé pour managers;Eric Plantier;Meilleur cours de l'ESSEC. Super professionnalisant. Le prof alterne entre explication et TD. 4 cas à faire pendant le trimestre (corrigés en cours mais ne sont pas à rendre). Un quiz final pour valider.;Super prof, qui est très disponible pour toutes questions.;10;10;55
Economie managériale;Marc Guyot;Pas si ennuyeux que ça, concepts clairs. Cours plutôt matheux. / Un partiel intermédiaire, un partiel final et deux devoirs maisons.;Guyot est charismatique donc on ne s'ennuie pas. Bonnes explications.;7;8;
Business Economics;Frédéric Jenny;Cours correct, pas fou mais certains points du cours sont très intéressants. On parle beaucoup de l'environnement de l'entreprise (légal, brevets, industrie).;Professeur qui sait de quoi il parle. Clair et intéressant, qui parle un bel anglais. Fonda à prendre pour les littéraires - pas trop de calculs méchants et pas de dérivés lors du final exam;7;7;45
e-business Strategy&Operations;Peter O'Connor;;;8;9;
Strategy and Management;Gilles Van Wijk;Interesting cases where we had to find the main problem in them. ;Interesting content made way for interesting discussions in the classroom and the professor surely knows how to lead the discussions in the right direction;9;9;
Consumer Behavior;Laurence Verdickt;course with much 4 group cases + 1 individual work + 1 final group presentation. Tiring and non sense.  ;She was just sitting in front of computer and reading ppt.  / Not open-minded at all, always using stereotypes. ;3;3;
Corporate Financial Management;Sridhar Arcot;Très bonne introduction à la corporate finance. Un peu de culture financière est nécéssaire pour prendre ce cours. ;Prof dynamique. Bonne pédagogie entre entre cas et cours. ;9;9;47
Strategy and Management;Gilles Van Wijk;Cours décousu, ennuyeux.  / Je n'ai rien appris.;Le prof est motivé, mais ça ne suffit clairement pas à rendre le cours intéressant et intelligible.;1;3;21
Luxury Retail Management;Delphine Dion;The concepts and content that was presented were clear and useful.;;8;8;
Philosophy and Trade;Laurent Bibard;Cours reposant qui permet de prendre pas mal de recul par rapport à ce qui est traditionnellement enseigné à l'ESSEC. Chaque session a un thème précis autour du travail, et de philosophes connus. Le débat est laissé assez libre et se construit autour de la participation de chacun. ;Bon professeur, très calé et intéressant mais souvent absent malheureusementreprise En plus on aimerait bien qu'il tranche un peu plus le débat parfois plutôt que de laisser les élèves partir dans tous les sens. ;7;8;
Capital investissement;Jean-François Galloüin;Cours très intéressant, que l'on souhaite juste en connaître un peu plus sur ce qu'est le Capital Investissement, que l'on souhaite y faire recours à terme en tant qu'entrepreneur ou que l'on veuille devenir gestionnaire de fonds. Attention, ne pas s'attendre à entrer dans un détail mathématique/financier, les calculs sont très simples (règle de 3) et se restreignent à la version basique d'un tour de table d'investissementreprise On voit principalement le Capital Risque et Développement, une session sur le LBO.  / Cours qui se valide facilement si on suit un minimum. Presque pas de travail à la maison (quelques vidéos de 5 min à regarder et commenter de temps en temps);Professeur passionnant qui sait de quoi il parle. Fait intervenir d'autres personnes en fin de trimestre pour élargir les horizons. Ne fait pas l'appel, pas à cheval sur les retards. ;9;10;37
Options;Patrice Poncet;Obligatoire pour ceux qui veulent faire de la finance de marché à l'ESSEC. Cours extrêmement matheux, beaucoup trop difficile même après le fonda de Finance. Beaucoup de calcul stochastique incompréhensible si on n'en n'a jamais fait avant surtout que le prof en rajoute (il aime ça même s'il prétend que ce n'est pas mathématique). Obligatoire pour valider certaines filières. On voit du Black-Sholes, des démonstrations mathématiques à n'en plus finir. Ce cours ne m'a pas du tout passionné ni donné envie de faire de la finance de marché. Deux devoirs à rendre par groupe pendant le trimestre (là où il faut gratter le plus de points) et le partiel final est composé de 4 exos dont de la stochastique. Je déconseille ce cours à ceux qui veulent juste découvrir.;On aime ou on aime pas. J'ai pas aimé personnellement même si beaucoup l'ont apprécié bizarrementreprise Poncet a beau être une pointe dans son domaine, il a écrit le manuel de référence en finance de marché (qu'il vous dira d'acheter par ailleurs), il a aussi former les mecs qui font des options blablabla... il est impressionnant sur le CV mais en personne c'est dur d'accrocher, il s'écoute parler, il n'hésitera pas à choisir une victime et à l'humilier devant tout le monde parce qu'elle ne comprend pas quelque chose et à plusieurs reprises même si la question est pertinente pour un grand nombre d'élèves... C'est une personnalité. Faites attention aux ordis (il ne les interdit pas mais peut se rapprocher de vous) et aux portables. Il ne veut pas de retard.;5;3;70
Philosophy and Trade;Laurent Bibard;Cours intéressant, parfois superficiel car les séances sont courtes au vu de la complexité des notions et concepts abordés. Les lectures sont de bonnes pistes de réflexion. ;Très bon professeur qui a malheureusement des difficultés à contenir les débats lors du cours. Ca part parfois dans tous les sens.;7;8;12
Anthropologie marques de luxe;Simon Nyeck;Bon cours, très accès culture, histoire des marques etc, de bons intervenants, mais c'est plus pour la culture gé que pour autre chose;Bon professeur, sait bien raconter les histoires et capter l'attention. On peut avoir ordi et portables en classe, il ne note pas les absences et en plus il note gentillement;9;10;
Innovation Process Management;Xavier Pavie;Très intéressant, à la fois théorique et pratique + pas mal d'intervenants extérieurs qui viennent parler de l'innovation en entreprise;Xavier Pavie est impliqué et croit en ce qu'il dit, qualité rare de nos jours !;8;9;10
Economie managériale;Marc Guyot;Cours vraiment intéressant qui contient beaucoup de rappels des cours de macroéconomie de prépa. La pédagogie du prof permet un travail régulier et une bonne concentration en classe qui font qu'on apprend et retient beaucoup de choses! Un des meilleurs fondas de l'essec. Avec un peu de boulot on peut facilement valider haut la main! / ;Marc Guyot est, certes, un personnage mais c'est surtout un excellent professeur, charismatique, rigoureux, expert. Pédagogie traditionnelle (ordis interdits, être à l'heure, appel, cas hebdomadaires) mais qui rapporte: on écoute bien, on apprend, on réfléchit par nous mêmes et on est pas piégés aux DS. Des applications à l'actualité passionnantes. Bref, tous les profs devraient prendre exemple sur lui.;8;10;
Business Economics;Frédéric Jenny;Cours basique d'économie, avec des concepts et des exemples;Super professeur, pédagogue, interessant, cours à prendre par les litteraires;7;;17
Consumer Behavior;Laurence Verdickt;Cours pris uniquement dans le cadre de la chaire media. Peut être intéressant pour ceux qui s'intéressent de près au marketing car il y a pas mal de cas à faire (chaque semaine, donc plus que pour le fonda de marketing, bien qu'ils soient moins longs).;Pas des plus dynamiques mais efficace.;6;7;
Chef de produit;Stéphanie Villot;Un cours sympathique, pas prise de tête et très basé sur un cas fil rouge. Un peu bullshit quand meme;Très dynamique et sympathique, est bien dans le personnage du marketeur;6;6;20
Français débutant suite de la FTS - niveau D;Michel VERNEUIL;;Very nice teacher, learned a lot and had fun. He gives high grade.;10;10;1
Economie managériale;Marc Guyot;Très bien. M. Guyot fait son cours depuis 20 ans du coup est super rodé sur la chose. Un peu trop d'ailleurs.;Psychorigide les premières séances sur les absences et les retards, ça se calme après. Bien faire les cas toutes les semaines sinon c'est la douille.;6;8;35
e-business Strategy&Operations;Peter O'Connor;great course;GREAT PROF;10;9;51
Communication et culture (1) - Niveau B;Pascale GUILLIER;Great content! Quite intensive if you want to learn something. Course fully focused on business French. Many useful things (such as how to behave and prepare for interviews, etc.) learned.;Engaging, and very active teacher. Quite hard to get bored!;10;9;
Innovation Process Management;Xavier Pavie;Très intéressant, surtout quand c'est le prof qui fait le cours. Les intervenants sont parfois un peu décevants.;Super prof.  Cours interactif (participation, présentations, films, intervenants).  /  /  ;9;9;
Finance immobilière;Michel Baroni;Intéressant mais technique. 30% de la note sur un cas de groupe à faire en séance 3, le reste sur un partiel assez mathématique. /  / Néanmoins, 6 points sur 20 du partiel sont consacrés à des questions de cours (sur les méthodes de valorisation, les indices utilisés en immobilier...), à ne pas négliger.;Bon prof;10;10;
Théorie & comportement organi.;Fabrice Cavarretta;Pas mal d'aspects sont abordés.;Tres bon prof. Les 3h passent rapidementreprise;8;10;40
Competitive Strategy;Olivier Fourcadet;Génial ! Beaucoup de notions et de raisonnements très intéressants;Excellent, apprend à réfléchir d'une nouvelle manière, travaux indépendants + 1 en groupe;10;10;1
Communication et culture (1) - Niveau B;Brigitte OEHLER;French language class, normal one, spoke of French culture and some French legislations. but soooo many quiz during the trimester and sooo many homework, which consist of only 20% or something for the final grade;Brigitte is a good French teacher, makes jokes on class, but she just love the grammar...;6;6;50
